Booking ID,Customer ID,Booking Date,Check-in Date,Check-out Date,Booking Platform,Payment Method,Loyalty Membership Status,Room Type,Booking Amount,Discount Applied,Cancellation Status
BK00215,CUST3658,2024-01-05,2024-01-13,2024-01-18,Mobile App,Credit Card,Platinum,Standard,799.37,20,Yes
BK00216,CUST7381,2024-01-15,2024-01-17,2024-01-24,Third-Party OTA,Points Redemption,Platinum,Suite,439.74,15,Yes
BK00217,CUST8974,2024-03-06,2024-03-17,2024-03-18,Website,PayPal,Silver,Suite,1218.66,10,Yes
BK00218,CUST3142,2024-03-29,2024-04-04,2024-04-07,Mobile App,Bank Transfer,Titanium,Suite,503.13,10,No
BK00219,CUST8163,2024-01-06,2024-02-05,2024-02-08,Third-Party OTA,Points Redemption,Silver,Standard,1488.66,10,Yes
BK00220,CUST8974,2024-01-15,2024-02-13,2024-02-18,Third-Party OTA,Credit Card,Platinum,Suite,1238.2,10,Yes
BK00221,CUST6580,2024-01-17,2024-01-27,2024-02-05,Mobile App,PayPal,Gold,Presidential Suite,1217.3,15,Yes
BK00222,CUST4859,2024-03-04,2024-03-20,2024-03-30,Website,Points Redemption,Platinum,Suite,696.67,10,No
BK00223,CUST7978,2024-01-17,2024-01-29,2024-01-31,Third-Party OTA,Bank Transfer,Non-Member,Presidential Suite,503.38,15,Yes
BK00224,CUST2213,2024-03-12,2024-04-03,2024-04-09,Mobile App,Bank Transfer,Ambassador,Presidential Suite,660.24,20,Yes
BK00225,CUST3956,2024-01-10,2024-01-28,2024-01-29,Mobile App,Credit Card,Silver,Standard,453.76,0,No
BK00226,CUST4974,2024-01-21,2024-01-30,2024-02-06,Website,Bank Transfer,Gold,Standard,177.8,25,Yes
BK00227,CUST3001,2024-01-15,2024-01-19,2024-01-21,Website,Credit Card,Gold,Standard,1422.7,5,No
BK00228,CUST2526,2024-02-19,2024-02-21,2024-02-29,Website,Credit Card,Titanium,Deluxe,453.01,25,No
BK00229,CUST6046,2024-03-06,2024-03-12,2024-03-20,Website,Points Redemption,Titanium,Presidential Suite,1110.63,15,No
BK00230,CUST6306,2024-01-28,2024-02-05,2024-02-09,Mobile App,Credit Card,Ambassador,Deluxe,1266.67,5,No
BK00231,CUST4813,2024-02-14,2024-02-24,2024-03-03,Third-Party OTA,Points Redemption,Ambassador,Suite,1174.55,15,No
BK00232,CUST9758,2024-02-26,2024-03-26,2024-04-01,Third-Party OTA,Bank Transfer,Ambassador,Standard,285.76,20,No
BK00233,CUST4647,2024-01-30,2024-02-08,2024-02-13,Website,PayPal,Ambassador,Deluxe,1042.37,15,Yes
BK00234,CUST1307,2024-02-06,2024-02-18,2024-02-28,Mobile App,Bank Transfer,Ambassador,Presidential Suite,348.21,20,No
BK00235,CUST4980,2024-01-04,2024-01-06,2024-01-07,Website,Credit Card,Ambassador,Standard,693.55,10,Yes
BK00236,CUST8478,2024-01-04,2024-01-20,2024-01-24,Mobile App,Credit Card,Non-Member,Suite,730.06,25,Yes
BK00237,CUST2715,2024-01-19,2024-02-11,2024-02-16,Website,PayPal,Ambassador,Deluxe,1072.89,10,Yes
BK00238,CUST6512,2024-03-28,2024-04-23,2024-05-01,Website,Bank Transfer,Silver,Deluxe,334.25,10,Yes
BK00239,CUST4036,2024-01-30,2024-02-24,2024-03-01,Website,PayPal,Platinum,Deluxe,595.3,5,Yes
BK00240,CUST2990,2024-01-03,2024-01-29,2024-02-05,Mobile App,Bank Transfer,Platinum,Deluxe,135.9,20,Yes
BK00241,CUST6175,2024-03-08,2024-03-22,2024-04-01,Mobile App,Bank Transfer,Gold,Deluxe,658.63,10,No
BK00242,CUST9609,2024-03-31,2024-04-11,2024-04-13,Third-Party OTA,Credit Card,Silver,Suite,1462.92,20,No
BK00243,CUST5938,2024-01-22,2024-02-10,2024-02-15,Third-Party OTA,PayPal,Non-Member,Suite,151.03,20,No
BK00244,CUST9340,2024-01-11,2024-01-25,2024-01-27,Third-Party OTA,Credit Card,Ambassador,Suite,452.46,0,No
BK00245,CUST7783,2024-03-16,2024-03-28,2024-03-29,Mobile App,Credit Card,Gold,Presidential Suite,965.02,10,Yes
BK00246,CUST8782,2024-02-16,2024-03-08,2024-03-11,Third-Party OTA,PayPal,Silver,Suite,824.33,0,No
BK00247,CUST7914,2024-02-03,2024-02-18,2024-02-27,Third-Party OTA,Bank Transfer,Gold,Deluxe,537.25,20,No
BK00248,CUST8848,2024-02-23,2024-03-06,2024-03-08,Website,Bank Transfer,Platinum,Standard,1439.08,20,No
BK00249,CUST4194,2024-03-04,2024-03-14,2024-03-18,Third-Party OTA,Credit Card,Gold,Suite,1422.35,15,No
BK00250,CUST3174,2024-02-22,2024-02-24,2024-02-29,Website,Credit Card,Silver,Standard,526.88,0,No
BK00251,CUST9867,2024-02-06,2024-02-25,2024-03-05,Third-Party OTA,Bank Transfer,Non-Member,Suite,751.5,10,Yes
BK00252,CUST1316,2024-01-09,2024-01-15,2024-01-19,Third-Party OTA,Credit Card,Silver,Presidential Suite,252.56,10,No
BK00253,CUST1905,2024-01-13,2024-02-12,2024-02-19,Third-Party OTA,Credit Card,Ambassador,Standard,1382.32,20,Yes
BK00254,CUST9168,2024-03-14,2024-04-06,2024-04-16,Third-Party OTA,PayPal,Ambassador,Deluxe,1396.01,10,No
BK00255,CUST3449,2024-01-08,2024-01-17,2024-01-19,Website,Points Redemption,Silver,Presidential Suite,581.25,0,Yes
BK00256,CUST4143,2024-01-25,2024-02-12,2024-02-20,Third-Party OTA,Credit Card,Non-Member,Suite,656.28,10,No
BK00257,CUST5701,2024-01-05,2024-01-28,2024-02-07,Website,Credit Card,Gold,Deluxe,393.43,5,No
BK00258,CUST3108,2024-03-24,2024-04-13,2024-04-15,Mobile App,Credit Card,Platinum,Deluxe,552.46,5,Yes
BK00259,CUST6748,2024-01-04,2024-01-27,2024-02-06,Mobile App,Points Redemption,Silver,Presidential Suite,1404.11,10,Yes
BK00260,CUST3776,2024-01-07,2024-01-10,2024-01-19,Website,PayPal,Platinum,Deluxe,1268.85,20,Yes
BK00261,CUST2216,2024-03-27,2024-04-18,2024-04-25,Third-Party OTA,Credit Card,Ambassador,Presidential Suite,1198.92,5,No
BK00262,CUST4069,2024-02-14,2024-03-14,2024-03-17,Mobile App,Points Redemption,Non-Member,Presidential Suite,337.59,0,Yes
BK00263,CUST5791,2024-01-22,2024-02-05,2024-02-09,Third-Party OTA,Points Redemption,Ambassador,Presidential Suite,1185.53,25,No
BK00264,CUST5812,2024-02-25,2024-03-15,2024-03-20,Website,Bank Transfer,Platinum,Deluxe,1274.37,25,Yes
BK00265,CUST6824,2024-03-22,2024-04-09,2024-04-12,Mobile App,PayPal,Platinum,Presidential Suite,1101.37,10,Yes
BK00266,CUST8598,2024-03-29,2024-04-04,2024-04-10,Website,Credit Card,Titanium,Presidential Suite,670.77,10,Yes
BK00267,CUST4101,2024-02-25,2024-03-09,2024-03-17,Mobile App,PayPal,Ambassador,Suite,858.26,0,No
BK00268,CUST5848,2024-03-14,2024-04-03,2024-04-08,Mobile App,Bank Transfer,Ambassador,Deluxe,1402.14,25,No
BK00269,CUST2507,2024-02-15,2024-03-04,2024-03-11,Third-Party OTA,Credit Card,Ambassador,Presidential Suite,109.19,15,Yes
BK00270,CUST2624,2024-03-22,2024-04-09,2024-04-10,Third-Party OTA,PayPal,Silver,Deluxe,782.02,20,No
BK00271,CUST6912,2024-02-21,2024-02-25,2024-03-02,Website,Bank Transfer,Silver,Suite,1331.89,5,No
BK00272,CUST6302,2024-01-12,2024-02-11,2024-02-17,Website,Credit Card,Titanium,Standard,650.18,10,No
BK00273,CUST7963,2024-03-20,2024-04-02,2024-04-10,Third-Party OTA,Bank Transfer,Non-Member,Presidential Suite,1001.19,15,Yes
BK00274,CUST3483,2024-03-30,2024-04-14,2024-04-21,Third-Party OTA,Bank Transfer,Titanium,Suite,335.03,10,Yes
BK00275,CUST6447,2024-02-08,2024-03-09,2024-03-12,Mobile App,Points Redemption,Non-Member,Deluxe,699.13,0,No
BK00276,CUST1842,2024-02-05,2024-03-02,2024-03-11,Mobile App,Credit Card,Titanium,Standard,145.55,15,Yes
BK00277,CUST9308,2024-03-17,2024-04-03,2024-04-10,Website,Points Redemption,Titanium,Suite,1016.31,10,No
BK00278,CUST3717,2024-02-01,2024-02-25,2024-02-27,Third-Party OTA,Bank Transfer,Titanium,Presidential Suite,119.82,15,No
BK00279,CUST8688,2024-03-31,2024-04-02,2024-04-06,Website,Credit Card,Ambassador,Suite,1166.79,15,Yes
BK00280,CUST5185,2024-03-01,2024-03-23,2024-03-25,Third-Party OTA,PayPal,Platinum,Deluxe,221.24,0,Yes
BK00281,CUST9627,2024-02-02,2024-02-22,2024-02-28,Third-Party OTA,Points Redemption,Silver,Presidential Suite,1239.63,10,No
BK00282,CUST6164,2024-02-09,2024-02-10,2024-02-14,Mobile App,Points Redemption,Gold,Deluxe,1252.25,15,Yes
BK00283,CUST2191,2024-02-16,2024-03-13,2024-03-21,Third-Party OTA,Points Redemption,Platinum,Deluxe,1432.32,15,Yes
BK00284,CUST7630,2024-03-07,2024-03-21,2024-03-28,Mobile App,Credit Card,Titanium,Standard,191.3,25,No
BK00285,CUST3196,2024-02-27,2024-03-20,2024-03-29,Mobile App,Bank Transfer,Non-Member,Presidential Suite,674.37,25,No
BK00286,CUST6908,2024-02-11,2024-02-25,2024-02-27,Website,Credit Card,Platinum,Suite,673.63,10,Yes
BK00287,CUST4563,2024-03-06,2024-04-05,2024-04-12,Third-Party OTA,Credit Card,Gold,Standard,315.67,15,Yes
BK00288,CUST7324,2024-03-18,2024-03-22,2024-03-28,Website,Points Redemption,Titanium,Suite,663.51,20,Yes
BK00289,CUST5975,2024-03-19,2024-03-31,2024-04-09,Mobile App,PayPal,Platinum,Standard,362.53,20,Yes
BK00290,CUST7466,2024-03-03,2024-03-16,2024-03-22,Mobile App,PayPal,Ambassador,Deluxe,123.37,5,No
BK00291,CUST9362,2024-02-28,2024-03-18,2024-03-28,Website,PayPal,Titanium,Standard,1115.45,10,No
BK00292,CUST8188,2024-01-09,2024-01-17,2024-01-19,Mobile App,Points Redemption,Gold,Deluxe,560.82,20,No
BK00293,CUST8570,2024-03-26,2024-04-12,2024-04-20,Website,PayPal,Platinum,Presidential Suite,1465.86,10,No
BK00294,CUST4616,2024-02-01,2024-02-05,2024-02-09,Website,PayPal,Platinum,Deluxe,290.5,20,Yes
BK00295,CUST5636,2024-01-28,2024-02-13,2024-02-22,Website,PayPal,Gold,Standard,243.39,25,No
BK00296,CUST6654,2024-03-06,2024-04-02,2024-04-11,Website,Credit Card,Ambassador,Deluxe,1385.11,5,No
BK00297,CUST7783,2024-02-05,2024-02-11,2024-02-18,Website,PayPal,Ambassador,Presidential Suite,148.95,0,Yes
BK00298,CUST3918,2024-01-04,2024-01-15,2024-01-16,Third-Party OTA,Points Redemption,Silver,Presidential Suite,1165.72,10,No
BK00299,CUST7393,2024-02-12,2024-03-11,2024-03-20,Mobile App,Bank Transfer,Platinum,Presidential Suite,496.3,5,Yes
BK00300,CUST6473,2024-02-01,2024-03-01,2024-03-07,Website,Credit Card,Platinum,Suite,1482.83,25,No
BK00301,CUST3429,2024-03-01,2024-03-22,2024-03-28,Mobile App,PayPal,Silver,Presidential Suite,1054.26,10,Yes
BK00302,CUST7847,2024-01-31,2024-02-09,2024-02-17,Third-Party OTA,Credit Card,Titanium,Standard,902.6,10,Yes
BK00303,CUST1031,2024-01-19,2024-01-31,2024-02-10,Website,Bank Transfer,Gold,Suite,470.93,0,Yes
BK00304,CUST3504,2024-01-20,2024-02-03,2024-02-10,Website,Bank Transfer,Silver,Standard,321.58,10,Yes
BK00305,CUST6499,2024-03-17,2024-03-18,2024-03-25,Third-Party OTA,Bank Transfer,Ambassador,Presidential Suite,994.21,15,No
BK00306,CUST3527,2024-03-04,2024-03-10,2024-03-19,Mobile App,PayPal,Ambassador,Standard,109.15,10,No
BK00307,CUST9105,2024-03-18,2024-03-21,2024-03-29,Website,Points Redemption,Silver,Standard,1359.94,5,Yes
BK00308,CUST5876,2024-02-27,2024-03-09,2024-03-11,Mobile App,Points Redemption,Non-Member,Presidential Suite,857.63,0,Yes
BK00309,CUST1373,2024-03-06,2024-03-14,2024-03-22,Website,PayPal,Ambassador,Deluxe,271.81,0,No
BK00310,CUST5744,2024-01-22,2024-02-13,2024-02-14,Third-Party OTA,PayPal,Titanium,Deluxe,645.6,0,No
BK00311,CUST5096,2024-02-25,2024-03-24,2024-03-28,Mobile App,Bank Transfer,Gold,Standard,1010.52,25,No
BK00312,CUST5829,2024-02-09,2024-02-19,2024-02-28,Website,Credit Card,Non-Member,Presidential Suite,1242.25,10,Yes
BK00313,CUST8570,2024-03-03,2024-03-10,2024-03-20,Third-Party OTA,Credit Card,Platinum,Presidential Suite,176.99,25,Yes
BK00314,CUST5407,2024-02-26,2024-03-14,2024-03-21,Website,Points Redemption,Non-Member,Standard,160.36,15,Yes
BK00315,CUST3401,2024-01-12,2024-02-08,2024-02-11,Mobile App,Points Redemption,Non-Member,Deluxe,404.44,0,Yes
BK00316,CUST5005,2024-02-13,2024-02-22,2024-02-24,Third-Party OTA,PayPal,Non-Member,Suite,302.26,20,No
BK00317,CUST5661,2024-02-14,2024-03-05,2024-03-09,Website,PayPal,Ambassador,Suite,237.02,10,No
BK00318,CUST1385,2024-01-31,2024-02-23,2024-02-28,Website,PayPal,Platinum,Presidential Suite,759.58,20,Yes
BK00319,CUST4337,2024-02-09,2024-02-27,2024-03-03,Mobile App,Bank Transfer,Gold,Deluxe,375.38,10,No
BK00320,CUST2725,2024-03-08,2024-04-07,2024-04-08,Website,PayPal,Non-Member,Deluxe,1464.33,15,No
BK00321,CUST9919,2024-03-20,2024-03-27,2024-03-31,Website,Bank Transfer,Ambassador,Presidential Suite,1321.71,15,Yes
BK00322,CUST2232,2024-02-28,2024-03-18,2024-03-20,Website,Credit Card,Titanium,Presidential Suite,158.71,5,No
BK00323,CUST6545,2024-03-31,2024-04-12,2024-04-18,Website,Bank Transfer,Non-Member,Presidential Suite,1160.72,15,Yes
BK00324,CUST4580,2024-03-26,2024-04-09,2024-04-13,Third-Party OTA,Credit Card,Non-Member,Suite,147.0,25,Yes
BK00325,CUST6035,2024-03-23,2024-04-06,2024-04-10,Third-Party OTA,Credit Card,Ambassador,Suite,717.28,0,Yes
BK00326,CUST5808,2024-03-05,2024-03-19,2024-03-26,Website,Credit Card,Gold,Presidential Suite,680.94,25,Yes
BK00327,CUST6141,2024-03-03,2024-03-30,2024-03-31,Website,Credit Card,Platinum,Presidential Suite,732.58,10,No
BK00328,CUST1297,2024-03-05,2024-04-01,2024-04-08,Website,PayPal,Silver,Suite,894.38,0,Yes
BK00329,CUST5973,2024-02-23,2024-03-14,2024-03-15,Third-Party OTA,PayPal,Platinum,Presidential Suite,1077.86,20,No
BK00330,CUST7564,2024-03-02,2024-03-13,2024-03-17,Website,PayPal,Gold,Standard,855.69,10,No
BK00331,CUST3535,2024-01-27,2024-02-24,2024-02-29,Mobile App,Bank Transfer,Titanium,Suite,349.52,15,No
BK00332,CUST8475,2024-02-26,2024-03-10,2024-03-13,Website,Points Redemption,Non-Member,Presidential Suite,654.2,20,No
BK00333,CUST6766,2024-02-24,2024-03-06,2024-03-07,Third-Party OTA,PayPal,Non-Member,Presidential Suite,133.94,10,No
BK00334,CUST9557,2024-03-25,2024-04-21,2024-04-28,Third-Party OTA,PayPal,Platinum,Deluxe,693.74,20,No
BK00335,CUST4784,2024-01-05,2024-01-15,2024-01-23,Website,Bank Transfer,Non-Member,Presidential Suite,351.6,20,No
BK00336,CUST3413,2024-02-10,2024-02-25,2024-02-26,Website,PayPal,Non-Member,Standard,294.3,5,Yes
BK00337,CUST3431,2024-01-28,2024-01-29,2024-02-01,Website,Bank Transfer,Platinum,Standard,990.53,15,No
BK00338,CUST7141,2024-03-24,2024-04-12,2024-04-15,Mobile App,Credit Card,Ambassador,Standard,909.34,15,No
BK00339,CUST1469,2024-02-16,2024-03-11,2024-03-17,Third-Party OTA,Points Redemption,Gold,Standard,922.8,15,Yes
BK00340,CUST2015,2024-02-27,2024-03-15,2024-03-20,Third-Party OTA,Bank Transfer,Silver,Suite,786.41,20,Yes
BK00341,CUST3749,2024-01-07,2024-02-06,2024-02-10,Third-Party OTA,PayPal,Gold,Standard,1265.68,10,Yes
BK00342,CUST7426,2024-02-09,2024-03-02,2024-03-11,Website,Bank Transfer,Non-Member,Suite,732.59,5,Yes
BK00343,CUST2116,2024-03-31,2024-04-07,2024-04-17,Mobile App,Credit Card,Platinum,Standard,1268.2,10,Yes
BK00344,CUST5651,2024-02-20,2024-03-03,2024-03-13,Website,Credit Card,Gold,Suite,790.38,20,No
BK00345,CUST7978,2024-02-18,2024-02-29,2024-03-04,Website,Bank Transfer,Titanium,Presidential Suite,627.58,0,Yes
BK00346,CUST1950,2024-03-18,2024-04-05,2024-04-14,Website,PayPal,Gold,Standard,474.08,0,Yes
BK00347,CUST4298,2024-03-23,2024-04-17,2024-04-24,Third-Party OTA,Credit Card,Ambassador,Suite,599.16,25,No
BK00348,CUST4936,2024-01-01,2024-01-26,2024-01-31,Mobile App,Credit Card,Platinum,Suite,202.33,5,Yes
BK00349,CUST6577,2024-01-16,2024-02-12,2024-02-13,Website,Points Redemption,Silver,Presidential Suite,204.28,20,Yes
BK00350,CUST7689,2024-02-12,2024-03-13,2024-03-20,Mobile App,Bank Transfer,Non-Member,Presidential Suite,820.76,25,No
BK00351,CUST7245,2024-01-08,2024-01-22,2024-01-28,Third-Party OTA,Points Redemption,Gold,Standard,764.08,15,No
BK00352,CUST9803,2024-01-26,2024-02-02,2024-02-10,Third-Party OTA,Points Redemption,Non-Member,Deluxe,737.27,20,Yes
BK00353,CUST7251,2024-02-13,2024-02-19,2024-02-21,Third-Party OTA,Bank Transfer,Non-Member,Standard,236.37,25,Yes
BK00354,CUST2632,2024-03-20,2024-04-16,2024-04-21,Website,Points Redemption,Ambassador,Presidential Suite,845.0,5,Yes
BK00355,CUST8056,2024-01-10,2024-01-27,2024-01-29,Mobile App,Credit Card,Titanium,Standard,1488.79,20,Yes
BK00356,CUST4740,2024-02-14,2024-03-03,2024-03-06,Website,PayPal,Platinum,Suite,1143.17,5,No
BK00357,CUST2046,2024-02-24,2024-03-15,2024-03-25,Website,PayPal,Gold,Presidential Suite,904.68,0,No
BK00358,CUST1578,2024-01-14,2024-01-29,2024-02-07,Third-Party OTA,PayPal,Silver,Suite,1152.23,25,Yes
BK00359,CUST6662,2024-01-22,2024-02-11,2024-02-14,Third-Party OTA,PayPal,Titanium,Deluxe,1133.9,25,No
BK00360,CUST1503,2024-03-03,2024-04-01,2024-04-07,Mobile App,Points Redemption,Non-Member,Presidential Suite,940.86,25,Yes
BK00361,CUST9554,2024-03-01,2024-03-26,2024-03-30,Website,Points Redemption,Ambassador,Standard,686.66,15,Yes
BK00362,CUST1605,2024-03-20,2024-04-07,2024-04-16,Mobile App,Points Redemption,Non-Member,Standard,850.32,0,Yes
BK00363,CUST9187,2024-02-06,2024-02-21,2024-02-23,Third-Party OTA,Points Redemption,Titanium,Standard,269.92,5,No
BK00364,CUST6219,2024-01-28,2024-02-21,2024-02-23,Mobile App,Bank Transfer,Non-Member,Presidential Suite,1095.7,5,No
BK00365,CUST7075,2024-03-04,2024-03-08,2024-03-14,Mobile App,PayPal,Gold,Suite,1168.08,5,No
BK00366,CUST3562,2024-01-27,2024-02-01,2024-02-11,Third-Party OTA,Points Redemption,Titanium,Suite,904.72,15,No
BK00367,CUST2677,2024-02-17,2024-02-28,2024-03-08,Mobile App,PayPal,Ambassador,Deluxe,844.9,5,Yes
BK00368,CUST8811,2024-01-24,2024-02-12,2024-02-21,Mobile App,Points Redemption,Ambassador,Suite,513.4,10,No
BK00369,CUST1107,2024-03-23,2024-04-15,2024-04-24,Website,Points Redemption,Platinum,Presidential Suite,1178.15,15,Yes
BK00370,CUST1852,2024-03-09,2024-03-20,2024-03-24,Third-Party OTA,Points Redemption,Platinum,Suite,893.71,5,Yes
BK00371,CUST9181,2024-03-27,2024-04-21,2024-04-23,Mobile App,Credit Card,Non-Member,Suite,367.49,10,Yes
BK00372,CUST7529,2024-02-28,2024-03-05,2024-03-12,Mobile App,Bank Transfer,Gold,Suite,1101.69,5,Yes
BK00373,CUST4340,2024-02-01,2024-02-26,2024-03-03,Mobile App,PayPal,Platinum,Suite,886.71,20,No
BK00374,CUST3956,2024-03-31,2024-04-30,2024-05-05,Third-Party OTA,Points Redemption,Gold,Presidential Suite,566.19,10,Yes
BK00375,CUST3163,2024-01-26,2024-02-19,2024-02-23,Mobile App,Credit Card,Platinum,Presidential Suite,597.05,10,Yes
BK00376,CUST8932,2024-01-26,2024-02-17,2024-02-18,Website,Credit Card,Ambassador,Presidential Suite,339.9,10,No
BK00377,CUST5926,2024-03-16,2024-04-13,2024-04-21,Website,Credit Card,Titanium,Deluxe,350.86,25,Yes
BK00378,CUST7706,2024-02-06,2024-02-20,2024-02-25,Website,Bank Transfer,Gold,Presidential Suite,661.38,10,Yes
BK00379,CUST1789,2024-02-22,2024-02-25,2024-03-04,Mobile App,PayPal,Titanium,Suite,1067.07,25,Yes
BK00380,CUST8985,2024-02-08,2024-02-26,2024-03-02,Mobile App,PayPal,Non-Member,Standard,396.54,0,Yes
BK00381,CUST8309,2024-03-11,2024-04-02,2024-04-05,Third-Party OTA,Credit Card,Platinum,Suite,1129.99,10,Yes
BK00382,CUST6603,2024-03-13,2024-04-08,2024-04-15,Mobile App,Credit Card,Titanium,Deluxe,696.73,5,Yes
BK00383,CUST4874,2024-03-12,2024-04-10,2024-04-18,Website,Credit Card,Titanium,Presidential Suite,1487.41,25,Yes
BK00384,CUST3379,2024-03-22,2024-04-15,2024-04-17,Website,PayPal,Gold,Suite,858.49,25,No
BK00385,CUST1811,2024-01-05,2024-01-14,2024-01-20,Mobile App,Credit Card,Ambassador,Suite,700.43,10,No
BK00386,CUST5701,2024-03-12,2024-03-14,2024-03-21,Mobile App,Credit Card,Silver,Deluxe,604.8,20,Yes
BK00387,CUST3731,2024-03-13,2024-03-21,2024-03-28,Website,Points Redemption,Titanium,Standard,283.81,25,Yes
BK00388,CUST9629,2024-02-18,2024-03-05,2024-03-10,Mobile App,Credit Card,Ambassador,Suite,1248.48,15,Yes
BK00389,CUST8359,2024-03-04,2024-03-17,2024-03-22,Mobile App,Credit Card,Silver,Presidential Suite,1393.81,20,No
BK00390,CUST8416,2024-02-28,2024-03-24,2024-03-31,Mobile App,PayPal,Silver,Deluxe,632.93,10,No
BK00391,CUST7218,2024-02-05,2024-02-07,2024-02-13,Third-Party OTA,PayPal,Titanium,Suite,585.65,25,No
BK00392,CUST9552,2024-01-07,2024-02-01,2024-02-09,Third-Party OTA,Points Redemption,Platinum,Deluxe,1198.3,20,No
BK00393,CUST6488,2024-02-09,2024-02-26,2024-02-29,Website,Credit Card,Non-Member,Suite,768.48,0,No
BK00394,CUST9718,2024-03-19,2024-04-03,2024-04-12,Third-Party OTA,Credit Card,Silver,Suite,719.16,15,Yes
BK00395,CUST7546,2024-01-05,2024-01-10,2024-01-16,Mobile App,Points Redemption,Titanium,Standard,803.28,10,No
BK00396,CUST1693,2024-01-24,2024-02-09,2024-02-13,Third-Party OTA,Bank Transfer,Titanium,Deluxe,112.35,0,Yes
BK00397,CUST8377,2024-03-05,2024-03-11,2024-03-12,Mobile App,Credit Card,Gold,Deluxe,792.2,10,Yes
BK00398,CUST1988,2024-02-13,2024-02-23,2024-02-25,Mobile App,Credit Card,Gold,Standard,253.54,25,No
BK00399,CUST6894,2024-01-25,2024-02-19,2024-02-27,Mobile App,Bank Transfer,Gold,Suite,987.5,15,Yes
BK00400,CUST2192,2024-03-22,2024-03-30,2024-04-02,Website,Credit Card,Non-Member,Deluxe,177.93,25,Yes
BK00401,CUST7763,2024-02-25,2024-03-08,2024-03-12,Third-Party OTA,Bank Transfer,Gold,Presidential Suite,1448.37,0,No
BK00402,CUST3556,2024-03-02,2024-03-29,2024-04-07,Third-Party OTA,PayPal,Gold,Presidential Suite,1214.16,20,Yes
BK00403,CUST2411,2024-02-26,2024-03-12,2024-03-14,Mobile App,PayPal,Titanium,Standard,1450.36,10,Yes
BK00404,CUST5642,2024-01-06,2024-01-18,2024-01-27,Mobile App,Bank Transfer,Gold,Deluxe,898.28,5,Yes
BK00405,CUST2310,2024-02-27,2024-03-26,2024-04-03,Website,PayPal,Gold,Suite,1365.7,0,No
BK00406,CUST9901,2024-02-19,2024-03-15,2024-03-16,Mobile App,Points Redemption,Ambassador,Suite,994.4,0,No
BK00407,CUST9554,2024-03-01,2024-03-02,2024-03-04,Website,Bank Transfer,Silver,Presidential Suite,1129.97,10,Yes
BK00408,CUST6186,2024-03-13,2024-03-25,2024-03-31,Third-Party OTA,Points Redemption,Non-Member,Deluxe,416.92,10,Yes
BK00409,CUST6327,2024-03-06,2024-03-23,2024-03-25,Website,PayPal,Gold,Suite,602.85,15,No
BK00410,CUST5052,2024-01-09,2024-01-12,2024-01-17,Mobile App,Bank Transfer,Silver,Presidential Suite,259.23,15,No
BK00411,CUST8627,2024-03-17,2024-03-18,2024-03-21,Third-Party OTA,Credit Card,Non-Member,Deluxe,765.47,20,Yes
BK00412,CUST2974,2024-03-25,2024-04-15,2024-04-24,Third-Party OTA,Credit Card,Ambassador,Presidential Suite,795.28,10,No
BK00413,CUST7498,2024-02-07,2024-02-26,2024-02-29,Website,Bank Transfer,Titanium,Presidential Suite,413.61,25,Yes
BK00414,CUST9228,2024-02-29,2024-03-20,2024-03-25,Third-Party OTA,PayPal,Non-Member,Suite,921.74,5,Yes
BK00415,CUST7814,2024-03-29,2024-04-01,2024-04-05,Website,PayPal,Gold,Deluxe,836.87,20,Yes
BK00416,CUST8355,2024-01-21,2024-01-28,2024-02-06,Website,Credit Card,Silver,Standard,1028.38,5,No
BK00417,CUST2555,2024-01-24,2024-01-30,2024-01-31,Mobile App,Points Redemption,Gold,Standard,1498.06,10,Yes
BK00418,CUST3924,2024-01-24,2024-02-23,2024-03-02,Mobile App,Bank Transfer,Platinum,Presidential Suite,699.42,25,No
BK00419,CUST8326,2024-02-10,2024-02-24,2024-03-03,Third-Party OTA,Credit Card,Ambassador,Suite,1280.14,15,Yes
BK00420,CUST5868,2024-01-31,2024-02-20,2024-02-26,Third-Party OTA,Credit Card,Titanium,Standard,1404.69,5,Yes
BK00421,CUST3188,2024-03-18,2024-03-27,2024-04-04,Website,Points Redemption,Ambassador,Presidential Suite,529.99,5,Yes
BK00422,CUST9574,2024-02-11,2024-03-03,2024-03-06,Third-Party OTA,Credit Card,Ambassador,Suite,976.81,20,No
BK00423,CUST9618,2024-02-29,2024-03-26,2024-03-29,Mobile App,Credit Card,Silver,Deluxe,303.87,5,Yes
BK00424,CUST3943,2024-01-29,2024-02-17,2024-02-19,Mobile App,Credit Card,Titanium,Standard,966.37,15,No
BK00425,CUST3667,2024-03-06,2024-03-10,2024-03-11,Website,Credit Card,Non-Member,Deluxe,1488.01,20,No
BK00426,CUST3339,2024-03-27,2024-04-09,2024-04-14,Mobile App,Credit Card,Silver,Suite,624.08,0,Yes
BK00427,CUST2047,2024-01-01,2024-01-14,2024-01-21,Mobile App,Points Redemption,Titanium,Deluxe,1219.04,10,No
BK00428,CUST4409,2024-02-20,2024-03-15,2024-03-18,Mobile App,Points Redemption,Non-Member,Standard,1458.36,15,No
BK00429,CUST2642,2024-02-21,2024-02-22,2024-02-27,Website,Points Redemption,Non-Member,Suite,1366.59,20,Yes
BK00430,CUST6120,2024-02-22,2024-03-08,2024-03-16,Mobile App,Points Redemption,Silver,Standard,1020.7,15,No
